ID,CSE1,CSE2,CSE3,CSE4,SECTION,AVG_MARK,Grade,Highest_Mark_Subject,Lowest_Mark_Subject,Highest_Mark,Lowest_Mark,MAX_AVG_MARK_SECTION
17497,60,58,75,40,D,58.25,C,CSE3,CSE4,75,40,89.75
17498,47,48,33,57,C,46.25,D,CSE4,CSE3,57,33,91.25
17499,40,78,43,29,B,47.5,D,CSE2,CSE4,78,29,89.75
17500,91,35,87,42,C,63.75,C,CSE1,CSE2,91,35,91.25
17501,93,77,28,69,B,66.75,C,CSE1,CSE3,93,28,89.75
17502,28,43,74,53,D,49.5,Invalid,CSE3,CSE1,74,28,89.75
17503,48,53,80,63,D,61.0,C,CSE3,CSE1,80,48,89.75
17504,66,60,29,32,A,46.75,D,CSE1,CSE3,66,29,91.75
17505,89,46,79,83,C,74.25,B,CSE1,CSE2,89,46,91.25
17506,64,75,52,45,A,59.0,C,CSE2,CSE4,75,45,91.75
17507,62,34,64,57,C,54.25,C,CSE3,CSE2,64,34,91.25
17508,29,53,29,65,A,44.0,D,CSE4,CSE1,65,29,91.75
17509,46,26,70,89,B,57.75,C,CSE4,CSE2,89,26,89.75
17510,66,33,47,66,D,53.0,C,CSE1,CSE2,66,33,89.75
17511,58,35,80,46,C,54.75,C,CSE3,CSE2,80,35,91.25
17512,56,48,25,34,B,40.75,D,CSE1,CSE3,56,25,89.75
17513,85,47,73,94,B,74.75,B,CSE4,CSE2,94,47,89.75
17514,91,93,36,44,A,66.0,C,CSE2,CSE3,93,36,91.75
17515,49,29,34,35,D,36.75,D,CSE1,CSE2,49,29,89.75
17516,88,74,90,62,B,78.5,B,CSE3,CSE4,90,62,89.75
17517,25,93,78,38,C,58.5,C,CSE2,CSE1,93,25,91.25
17518,45,33,58,71,C,51.75,C,CSE4,CSE2,71,33,91.25
17519,53,57,81,53,B,61.0,C,CSE3,CSE1,81,53,89.75
17520,42,26,86,69,A,55.75,C,CSE3,CSE2,86,26,91.75
17521,34,39,41,42,D,39.0,D,CSE4,CSE1,42,34,89.75
17522,59,83,49,90,D,70.25,B,CSE4,CSE3,90,49,89.75
17523,66,94,75,79,D,78.5,B,CSE2,CSE1,94,66,89.75
17524,91,79,94,70,A,83.5,A-,CSE3,CSE4,94,70,91.75
17525,34,71,28,49,D,45.5,D,CSE2,CSE3,71,28,89.75
17526,52,34,58,86,C,57.5,C,CSE4,CSE2,86,34,91.25
17527,70,31,65,54,A,55.0,C,CSE1,CSE2,70,31,91.75
17528,57,65,88,77,B,71.75,B,CSE3,CSE1,88,57,89.75
17529,32,37,48,80,B,49.25,Invalid,CSE4,CSE1,80,32,89.75
17530,77,87,30,56,C,62.5,C,CSE2,CSE3,87,30,91.25
17531,57,41,94,37,B,57.25,C,CSE3,CSE4,94,37,89.75
17532,41,60,81,36,D,54.5,C,CSE3,CSE4,81,36,89.75
17533,43,38,56,65,C,50.5,C,CSE4,CSE2,65,38,91.25
17534,72,77,34,83,C,66.5,C,CSE4,CSE3,83,34,91.25
17535,65,49,44,62,D,55.0,C,CSE1,CSE3,65,44,89.75
17536,67,83,41,41,A,58.0,C,CSE2,CSE3,83,41,91.75
17537,73,53,44,77,A,61.75,C,CSE4,CSE3,77,44,91.75
17538,81,69,59,63,C,68.0,C,CSE1,CSE3,81,59,91.25
17539,63,55,59,52,A,57.25,C,CSE1,CSE4,63,52,91.75
17540,84,53,76,80,A,73.25,B,CSE1,CSE2,84,53,91.75
17541,75,46,80,64,C,66.25,C,CSE3,CSE2,80,46,91.25
17542,30,70,93,80,B,68.25,C,CSE3,CSE1,93,30,89.75
17543,70,69,76,62,A,69.25,Invalid,CSE3,CSE4,76,62,91.75
17544,66,48,58,82,A,63.5,C,CSE4,CSE2,82,48,91.75
17545,41,39,62,66,A,52.0,C,CSE4,CSE2,66,39,91.75
17546,67,89,66,55,C,69.25,Invalid,CSE2,CSE4,89,55,91.25
17547,62,60,50,57,C,57.25,C,CSE1,CSE3,62,50,91.25
17548,62,43,71,91,B,66.75,C,CSE4,CSE2,91,43,89.75
17549,63,85,67,56,A,67.75,C,CSE2,CSE4,85,56,91.75
17550,82,81,49,34,C,61.5,C,CSE1,CSE4,82,34,91.25
17551,31,55,49,93,D,57.0,C,CSE4,CSE1,93,31,89.75
17552,48,25,47,58,B,44.5,D,CSE4,CSE2,58,25,89.75
17553,26,63,77,48,B,53.5,C,CSE3,CSE1,77,26,89.75
17554,26,34,94,40,C,48.5,D,CSE3,CSE1,94,26,91.25
17555,45,76,79,53,C,63.25,C,CSE3,CSE1,79,45,91.25
17556,45,52,63,57,B,54.25,C,CSE3,CSE1,63,45,89.75
17557,37,85,42,36,B,50.0,C,CSE2,CSE4,85,36,89.75
17558,54,63,53,49,C,54.75,C,CSE2,CSE4,63,49,91.25
17559,90,85,76,71,C,80.5,A-,CSE1,CSE4,90,71,91.25
17560,52,91,63,25,C,57.75,C,CSE2,CSE4,91,25,91.25
17561,67,76,76,55,A,68.5,C,CSE2,CSE4,76,55,91.75
17562,65,85,41,26,D,54.25,C,CSE2,CSE4,85,26,89.75
17563,82,79,62,67,B,72.5,B,CSE1,CSE3,82,62,89.75
17564,50,48,32,72,C,50.5,C,CSE4,CSE3,72,32,91.25
17565,71,76,48,72,D,66.75,C,CSE2,CSE3,76,48,89.75
17566,33,33,70,40,B,44.0,D,CSE3,CSE1,70,33,89.75
17567,67,53,59,48,B,56.75,C,CSE1,CSE4,67,48,89.75
17568,85,47,39,51,D,55.5,C,CSE1,CSE3,85,39,89.75
17569,50,65,48,58,D,55.25,C,CSE2,CSE3,65,48,89.75
17570,25,69,65,88,D,61.75,C,CSE4,CSE1,88,25,89.75
17571,72,26,87,75,C,65.0,C,CSE3,CSE2,87,26,91.25
17572,57,61,65,56,B,59.75,C,CSE3,CSE4,65,56,89.75
17573,75,83,45,39,C,60.5,C,CSE2,CSE4,83,39,91.25
17574,70,35,67,54,C,56.5,C,CSE1,CSE2,70,35,91.25
17575,71,46,28,52,A,49.25,Invalid,CSE1,CSE3,71,28,91.75
17576,35,40,69,85,B,57.25,C,CSE4,CSE1,85,35,89.75
17577,46,28,61,38,A,43.25,D,CSE3,CSE2,61,28,91.75
17578,43,56,76,56,B,57.75,C,CSE3,CSE1,76,43,89.75
17579,41,73,71,70,C,63.75,C,CSE2,CSE1,73,41,91.25
17580,69,55,49,94,A,66.75,C,CSE4,CSE3,94,49,91.75
17581,31,73,84,68,A,64.0,C,CSE3,CSE1,84,31,91.75
17582,68,53,64,87,B,68.0,C,CSE4,CSE2,87,53,89.75
17583,79,70,60,63,C,68.0,C,CSE1,CSE3,79,60,91.25
17584,29,51,35,31,D,36.5,D,CSE2,CSE1,51,29,89.75
17585,63,60,50,82,C,63.75,C,CSE4,CSE3,82,50,91.25
17586,78,47,91,74,C,72.5,B,CSE3,CSE2,91,47,91.25
17587,82,69,28,36,D,53.75,C,CSE1,CSE3,82,28,89.75
17588,84,83,77,59,B,75.75,B,CSE1,CSE4,84,59,89.75
17589,32,38,77,64,B,52.75,C,CSE3,CSE1,77,32,89.75
17590,58,49,81,52,D,60.0,C,CSE3,CSE2,81,49,89.75
17591,59,60,54,80,A,63.25,C,CSE4,CSE3,80,54,91.75
17592,37,51,57,45,A,47.5,D,CSE3,CSE1,57,37,91.75
17593,90,44,72,36,A,60.5,C,CSE1,CSE4,90,36,91.75
17594,84,59,89,41,D,68.25,C,CSE3,CSE4,89,41,89.75
17595,73,83,60,43,C,64.75,C,CSE2,CSE4,83,43,91.25
17596,76,67,45,46,A,58.5,C,CSE1,CSE3,76,45,91.75
17597,83,44,34,57,A,54.5,C,CSE1,CSE3,83,34,91.75
17598,73,71,33,74,D,62.75,C,CSE4,CSE3,74,33,89.75
17599,85,68,51,27,A,57.75,C,CSE1,CSE4,85,27,91.75
17600,90,47,58,63,A,64.5,C,CSE1,CSE2,90,47,91.75
17601,88,67,92,41,C,72.0,B,CSE3,CSE4,92,41,91.25
17602,48,29,57,34,C,42.0,D,CSE3,CSE2,57,29,91.25
17603,67,34,41,43,A,46.25,D,CSE1,CSE2,67,34,91.75
17604,61,31,57,79,A,57.0,C,CSE4,CSE2,79,31,91.75
17605,30,40,58,75,A,50.75,C,CSE4,CSE1,75,30,91.75
17606,54,64,30,47,A,48.75,D,CSE2,CSE3,64,30,91.75
17607,91,51,50,38,C,57.5,C,CSE1,CSE4,91,38,91.25
17608,66,28,27,39,A,40.0,D,CSE1,CSE3,66,27,91.75
17609,42,91,75,47,C,63.75,C,CSE2,CSE1,91,42,91.25
17610,91,59,25,87,B,65.5,C,CSE1,CSE3,91,25,89.75
17611,41,78,55,36,D,52.5,C,CSE2,CSE4,78,36,89.75
17612,73,73,48,86,D,70.0,B,CSE4,CSE3,86,48,89.75
17613,32,33,88,46,A,49.75,Invalid,CSE3,CSE1,88,32,91.75
17614,46,37,29,89,B,50.25,C,CSE4,CSE3,89,29,89.75
17615,59,44,28,59,B,47.5,D,CSE1,CSE3,59,28,89.75
17616,35,61,42,59,C,49.25,Invalid,CSE2,CSE1,61,35,91.25
17617,74,31,43,86,B,58.5,C,CSE4,CSE2,86,31,89.75
17618,45,40,42,74,C,50.25,C,CSE4,CSE2,74,40,91.25
17619,89,53,56,78,D,69.0,C,CSE1,CSE2,89,53,89.75
17620,37,43,78,48,C,51.5,C,CSE3,CSE1,78,37,91.25
17621,63,84,84,42,D,68.25,C,CSE2,CSE4,84,42,89.75
17622,60,79,66,62,A,66.75,C,CSE2,CSE1,79,60,91.75
17623,67,92,68,25,B,63.0,C,CSE2,CSE4,92,25,89.75
17624,86,61,30,61,D,59.5,C,CSE1,CSE3,86,30,89.75
17625,40,94,31,81,A,61.5,C,CSE2,CSE3,94,31,91.75
17626,58,28,53,29,A,42.0,D,CSE1,CSE2,58,28,91.75
17627,77,43,94,53,A,66.75,C,CSE3,CSE2,94,43,91.75
17628,71,37,92,34,D,58.5,C,CSE3,CSE4,92,34,89.75
17629,92,77,25,45,A,59.75,C,CSE1,CSE3,92,25,91.75
17630,91,39,69,44,D,60.75,C,CSE1,CSE2,91,39,89.75
17631,57,48,25,52,C,45.5,D,CSE1,CSE3,57,25,91.25
17632,60,63,89,88,B,75.0,B,CSE3,CSE1,89,60,89.75
17633,59,29,49,71,B,52.0,C,CSE4,CSE2,71,29,89.75
17634,81,94,60,71,A,76.5,B,CSE2,CSE3,94,60,91.75
17635,91,68,82,26,A,66.75,C,CSE1,CSE4,91,26,91.75
17636,70,44,30,63,C,51.75,C,CSE1,CSE3,70,30,91.25
17637,72,32,64,38,B,51.5,C,CSE1,CSE2,72,32,89.75
17638,53,32,36,79,A,50.0,C,CSE4,CSE2,79,32,91.75
17639,85,81,57,46,B,67.25,C,CSE1,CSE4,85,46,89.75
17640,30,50,37,73,A,47.5,D,CSE4,CSE1,73,30,91.75
17641,85,78,82,67,A,78.0,B,CSE1,CSE4,85,67,91.75
17642,62,75,29,49,A,53.75,C,CSE2,CSE3,75,29,91.75
17643,57,91,33,63,B,61.0,C,CSE2,CSE3,91,33,89.75
17644,38,82,27,54,D,50.25,C,CSE2,CSE3,82,27,89.75
17645,45,48,33,41,C,41.75,D,CSE2,CSE3,48,33,91.25
17646,55,43,81,37,C,54.0,C,CSE3,CSE4,81,37,91.25
17647,78,40,93,51,C,65.5,C,CSE3,CSE2,93,40,91.25
17648,84,37,65,69,D,63.75,C,CSE1,CSE2,84,37,89.75
17649,26,34,41,52,D,38.25,D,CSE4,CSE1,52,26,89.75
17650,41,76,78,56,D,62.75,C,CSE3,CSE1,78,41,89.75
17651,43,68,61,60,B,58.0,C,CSE2,CSE1,68,43,89.75
17652,87,35,26,78,A,56.5,C,CSE1,CSE3,87,26,91.75
17653,44,34,84,87,B,62.25,C,CSE4,CSE2,87,34,89.75
17654,93,48,68,55,C,66.0,C,CSE1,CSE2,93,48,91.25
17655,80,67,25,39,B,52.75,C,CSE1,CSE3,80,25,89.75
17656,69,57,74,66,D,66.5,C,CSE3,CSE2,74,57,89.75
17657,40,59,89,61,D,62.25,C,CSE3,CSE1,89,40,89.75
17658,39,61,88,83,D,67.75,C,CSE3,CSE1,88,39,89.75
17659,35,40,27,88,D,47.5,D,CSE4,CSE3,88,27,89.75
17660,26,65,78,70,A,59.75,C,CSE3,CSE1,78,26,91.75
17661,79,36,56,67,A,59.5,C,CSE1,CSE2,79,36,91.75
17662,88,81,60,52,D,70.25,B,CSE1,CSE4,88,52,89.75
17663,57,60,74,79,B,67.5,C,CSE4,CSE1,79,57,89.75
17664,93,48,87,62,A,72.5,B,CSE1,CSE2,93,48,91.75
17665,60,91,62,69,B,70.5,B,CSE2,CSE1,91,60,89.75
17666,46,38,65,46,D,48.75,D,CSE3,CSE2,65,38,89.75
17667,26,83,43,92,C,61.0,C,CSE4,CSE1,92,26,91.25
17668,66,90,61,61,A,69.5,Invalid,CSE2,CSE3,90,61,91.75
17669,28,44,88,29,D,47.25,D,CSE3,CSE1,88,28,89.75
17670,77,71,42,63,B,63.25,C,CSE1,CSE3,77,42,89.75
17671,73,35,41,41,D,47.5,D,CSE1,CSE2,73,35,89.75
17672,42,77,79,59,A,64.25,C,CSE3,CSE1,79,42,91.75
17673,51,89,71,60,D,67.75,C,CSE2,CSE1,89,51,89.75
17674,32,87,90,43,A,63.0,C,CSE3,CSE1,90,32,91.75
17675,75,58,35,40,B,52.0,C,CSE1,CSE3,75,35,89.75
17676,90,90,71,61,C,78.0,B,CSE1,CSE4,90,61,91.25
17677,28,76,38,40,D,45.5,D,CSE2,CSE1,76,28,89.75
17678,39,76,94,79,B,72.0,B,CSE3,CSE1,94,39,89.75
17679,66,93,93,49,C,75.25,B,CSE2,CSE4,93,49,91.25
17680,45,38,78,42,C,50.75,C,CSE3,CSE2,78,38,91.25
17681,75,31,29,45,C,45.0,D,CSE1,CSE3,75,29,91.25
17682,76,84,90,57,D,76.75,B,CSE3,CSE4,90,57,89.75
17683,52,48,33,89,A,55.5,C,CSE4,CSE3,89,33,91.75
17684,40,94,67,56,A,64.25,C,CSE2,CSE1,94,40,91.75
17685,82,47,92,91,A,78.0,B,CSE3,CSE2,92,47,91.75
17686,72,70,81,79,A,75.5,B,CSE3,CSE2,81,70,91.75
17687,34,88,56,38,D,54.0,C,CSE2,CSE1,88,34,89.75
17688,76,81,58,88,C,75.75,B,CSE4,CSE3,88,58,91.25
17689,59,36,93,63,D,62.75,C,CSE3,CSE2,93,36,89.75
17690,77,42,50,38,C,51.75,C,CSE1,CSE4,77,38,91.25
17691,44,64,39,53,D,50.0,C,CSE2,CSE3,64,39,89.75
17692,31,44,59,61,A,48.75,D,CSE4,CSE1,61,31,91.75
17693,38,84,42,65,B,57.25,C,CSE2,CSE1,84,38,89.75
17694,46,75,50,73,C,61.0,C,CSE2,CSE1,75,46,91.25
17695,59,27,38,30,A,38.5,D,CSE1,CSE2,59,27,91.75
17696,54,84,29,39,A,51.5,C,CSE2,CSE3,84,29,91.75
17697,48,35,61,84,D,57.0,C,CSE4,CSE2,84,35,89.75
17698,36,89,53,47,B,56.25,C,CSE2,CSE1,89,36,89.75
17699,50,63,56,39,C,52.0,C,CSE2,CSE4,63,39,91.25
17700,62,43,30,42,A,44.25,D,CSE1,CSE3,62,30,91.75
17701,62,86,44,61,D,63.25,C,CSE2,CSE3,86,44,89.75
17702,25,27,72,62,C,46.5,D,CSE3,CSE1,72,25,91.25
17703,27,67,68,80,C,60.5,C,CSE4,CSE1,80,27,91.25
17704,94,43,60,78,D,68.75,C,CSE1,CSE2,94,43,89.75
17705,39,64,34,70,B,51.75,C,CSE4,CSE3,70,34,89.75
17706,74,28,86,30,B,54.5,C,CSE3,CSE2,86,28,89.75
17707,52,38,69,65,C,56.0,C,CSE3,CSE2,69,38,91.25
17708,68,62,49,69,B,62.0,C,CSE4,CSE3,69,49,89.75
17709,58,48,88,63,A,64.25,C,CSE3,CSE2,88,48,91.75
17710,89,53,66,75,A,70.75,B,CSE1,CSE2,89,53,91.75
17711,76,93,75,31,B,68.75,C,CSE2,CSE4,93,31,89.75
17712,71,54,29,77,B,57.75,C,CSE4,CSE3,77,29,89.75
17713,70,53,27,49,B,49.75,Invalid,CSE1,CSE3,70,27,89.75
17714,82,52,90,70,A,73.5,B,CSE3,CSE2,90,52,91.75
17715,57,58,75,70,B,65.0,C,CSE3,CSE1,75,57,89.75
17716,67,41,94,45,A,61.75,C,CSE3,CSE2,94,41,91.75
17717,81,39,39,35,D,48.5,D,CSE1,CSE4,81,35,89.75
17718,43,60,57,91,D,62.75,C,CSE4,CSE1,91,43,89.75
17719,69,73,37,54,D,58.25,C,CSE2,CSE3,73,37,89.75
17720,73,83,33,73,D,65.5,C,CSE2,CSE3,83,33,89.75
17721,91,59,69,33,A,63.0,C,CSE1,CSE4,91,33,91.75
17722,54,75,53,26,A,52.0,C,CSE2,CSE4,75,26,91.75
17723,80,60,78,25,B,60.75,C,CSE1,CSE4,80,25,89.75
17724,82,46,70,47,A,61.25,C,CSE1,CSE2,82,46,91.75
17725,76,66,94,81,B,79.25,Invalid,CSE3,CSE2,94,66,89.75
17726,52,65,47,50,D,53.5,C,CSE2,CSE3,65,47,89.75
17727,52,83,42,69,A,61.5,C,CSE2,CSE3,83,42,91.75
17728,72,32,82,30,D,54.0,C,CSE3,CSE4,82,30,89.75
17729,36,72,72,59,B,59.75,C,CSE2,CSE1,72,36,89.75
17730,42,93,83,28,A,61.5,C,CSE2,CSE4,93,28,91.75
17731,35,35,38,71,B,44.75,D,CSE4,CSE1,71,35,89.75
17732,90,38,38,79,A,61.25,C,CSE1,CSE2,90,38,91.75
17733,46,92,34,28,B,50.0,C,CSE2,CSE4,92,28,89.75
17734,45,25,87,92,D,62.25,C,CSE4,CSE2,92,25,89.75
17735,48,88,57,26,B,54.75,C,CSE2,CSE4,88,26,89.75
17736,37,64,43,77,A,55.25,C,CSE4,CSE1,77,37,91.75
17737,44,32,54,28,B,39.5,D,CSE3,CSE4,54,28,89.75
17738,92,58,51,76,D,69.25,Invalid,CSE1,CSE3,92,51,89.75
17739,86,54,70,76,D,71.5,B,CSE1,CSE2,86,54,89.75
17740,76,80,88,48,C,73.0,B,CSE3,CSE4,88,48,91.25
17741,46,39,59,80,A,56.0,C,CSE4,CSE2,80,39,91.75
17742,93,47,60,91,B,72.75,B,CSE1,CSE2,93,47,89.75
17743,45,89,54,86,A,68.5,C,CSE2,CSE1,89,45,91.75
17744,64,91,91,90,A,84.0,A-,CSE2,CSE1,91,64,91.75
17745,69,87,85,87,C,82.0,A-,CSE2,CSE1,87,69,91.25
17746,94,60,88,72,D,78.5,B,CSE1,CSE2,94,60,89.75
17747,54,59,61,27,D,50.25,C,CSE3,CSE4,61,27,89.75
17748,27,58,44,40,D,42.25,D,CSE2,CSE1,58,27,89.75
17749,57,32,26,87,D,50.5,C,CSE4,CSE3,87,26,89.75
17750,83,32,41,28,B,46.0,D,CSE1,CSE4,83,28,89.75
17751,65,30,86,65,C,61.5,C,CSE3,CSE2,86,30,91.25
17752,79,36,81,37,C,58.25,C,CSE3,CSE2,81,36,91.25
17753,50,46,87,93,C,69.0,C,CSE4,CSE2,93,46,91.25
17754,27,77,58,61,D,55.75,C,CSE2,CSE1,77,27,89.75
17755,77,52,55,49,B,58.25,C,CSE1,CSE4,77,49,89.75
17756,32,72,48,45,A,49.25,Invalid,CSE2,CSE1,72,32,91.75
17757,83,54,56,31,A,56.0,C,CSE1,CSE4,83,31,91.75
17758,93,62,44,70,C,67.25,C,CSE1,CSE3,93,44,91.25
17759,52,40,66,33,B,47.75,D,CSE3,CSE4,66,33,89.75
17760,49,33,69,38,A,47.25,D,CSE3,CSE2,69,33,91.75
17761,58,75,60,70,B,65.75,C,CSE2,CSE1,75,58,89.75
17762,89,44,67,26,A,56.5,C,CSE1,CSE4,89,26,91.75
17763,30,73,32,81,B,54.0,C,CSE4,CSE1,81,30,89.75
17764,62,57,79,56,B,63.5,C,CSE3,CSE4,79,56,89.75
17765,53,38,65,75,D,57.75,C,CSE4,CSE2,75,38,89.75
17766,40,65,83,64,D,63.0,C,CSE3,CSE1,83,40,89.75
17767,86,61,82,91,B,80.0,A-,CSE4,CSE2,91,61,89.75
17768,35,82,54,84,A,63.75,C,CSE4,CSE1,84,35,91.75
17769,87,47,76,29,D,59.75,C,CSE1,CSE4,87,29,89.75
17770,85,92,77,43,C,74.25,B,CSE2,CSE4,92,43,91.25
17771,84,87,37,92,A,75.0,B,CSE4,CSE3,92,37,91.75
17772,72,68,66,94,A,75.0,B,CSE4,CSE3,94,66,91.75
17773,57,55,53,80,A,61.25,C,CSE4,CSE3,80,53,91.75
17774,88,74,93,51,A,76.5,B,CSE3,CSE4,93,51,91.75
17775,83,52,38,80,B,63.25,C,CSE1,CSE3,83,38,89.75
17776,82,31,34,92,C,59.75,C,CSE4,CSE2,92,31,91.25
17777,43,54,46,48,C,47.75,D,CSE2,CSE1,54,43,91.25
17778,87,86,88,44,B,76.25,B,CSE3,CSE4,88,44,89.75
17779,82,60,73,73,C,72.0,B,CSE1,CSE2,82,60,91.25
17780,60,36,27,90,D,53.25,C,CSE4,CSE3,90,27,89.75
17781,32,25,75,78,B,52.5,C,CSE4,CSE2,78,25,89.75
17782,91,78,62,49,A,70.0,B,CSE1,CSE4,91,49,91.75
17783,65,76,43,71,A,63.75,C,CSE2,CSE3,76,43,91.75
17784,81,82,47,61,D,67.75,C,CSE2,CSE3,82,47,89.75
17785,58,33,82,88,B,65.25,C,CSE4,CSE2,88,33,89.75
17786,31,86,67,54,A,59.5,C,CSE2,CSE1,86,31,91.75
17787,31,26,85,59,B,50.25,C,CSE3,CSE2,85,26,89.75
17788,32,52,66,53,C,50.75,C,CSE3,CSE1,66,32,91.25
17789,28,34,60,46,B,42.0,D,CSE3,CSE1,60,28,89.75
17790,92,59,38,55,C,61.0,C,CSE1,CSE3,92,38,91.25
17791,59,65,79,49,D,63.0,C,CSE3,CSE4,79,49,89.75
17792,66,85,72,63,B,71.5,B,CSE2,CSE4,85,63,89.75
17793,35,31,94,43,B,50.75,C,CSE3,CSE2,94,31,89.75
17794,34,60,88,39,A,55.25,C,CSE3,CSE1,88,34,91.75
17795,39,61,66,51,B,54.25,C,CSE3,CSE1,66,39,89.75
17796,31,30,53,79,D,48.25,D,CSE4,CSE2,79,30,89.75
17797,58,56,39,45,C,49.5,Invalid,CSE1,CSE3,58,39,91.25
17798,40,70,65,48,C,55.75,C,CSE2,CSE1,70,40,91.25
17799,72,68,70,41,A,62.75,C,CSE1,CSE4,72,41,91.75
17800,90,92,34,66,B,70.5,B,CSE2,CSE3,92,34,89.75
17801,81,30,73,81,D,66.25,C,CSE1,CSE2,81,30,89.75
17802,62,61,25,72,D,55.0,C,CSE4,CSE3,72,25,89.75
17803,70,61,75,49,D,63.75,C,CSE3,CSE4,75,49,89.75
17804,60,88,63,48,C,64.75,C,CSE2,CSE4,88,48,91.25
17805,46,75,88,36,B,61.25,C,CSE3,CSE4,88,36,89.75
17806,79,52,43,45,D,54.75,C,CSE1,CSE3,79,43,89.75
17807,44,43,94,60,A,60.25,C,CSE3,CSE2,94,43,91.75
17808,59,27,30,33,A,37.25,D,CSE1,CSE2,59,27,91.75
17809,87,35,77,26,A,56.25,C,CSE1,CSE4,87,26,91.75
17810,31,88,80,54,C,63.25,C,CSE2,CSE1,88,31,91.25
17811,60,40,80,86,A,66.5,C,CSE4,CSE2,86,40,91.75
17812,80,57,53,54,D,61.0,C,CSE1,CSE3,80,53,89.75
17813,45,57,48,84,C,58.5,C,CSE4,CSE1,84,45,91.25
17814,34,56,88,90,A,67.0,C,CSE4,CSE1,90,34,91.75
17815,25,84,75,59,A,60.75,C,CSE2,CSE1,84,25,91.75
17816,94,83,27,56,B,65.0,C,CSE1,CSE3,94,27,89.75
17817,70,31,30,32,C,40.75,D,CSE1,CSE3,70,30,91.25
17818,44,57,64,59,A,56.0,C,CSE3,CSE1,64,44,91.75
17819,50,92,28,69,C,59.75,C,CSE2,CSE3,92,28,91.25
17820,38,25,48,63,D,43.5,D,CSE4,CSE2,63,25,89.75
17821,56,36,48,91,A,57.75,C,CSE4,CSE2,91,36,91.75
17822,36,90,48,46,C,55.0,C,CSE2,CSE1,90,36,91.25
17823,63,35,61,62,C,55.25,C,CSE1,CSE2,63,35,91.25
17824,28,39,70,59,A,49.0,D,CSE3,CSE1,70,28,91.75
17825,64,27,53,32,D,44.0,D,CSE1,CSE2,64,27,89.75
17826,72,44,79,54,A,62.25,C,CSE3,CSE2,79,44,91.75
17827,27,42,92,90,A,62.75,C,CSE3,CSE1,92,27,91.75
17828,73,47,37,50,B,51.75,C,CSE1,CSE3,73,37,89.75
17829,81,45,52,51,B,57.25,C,CSE1,CSE2,81,45,89.75
17830,94,80,75,67,C,79.0,B,CSE1,CSE4,94,67,91.25
17831,74,61,67,31,A,58.25,C,CSE1,CSE4,74,31,91.75
17832,36,72,68,35,A,52.75,C,CSE2,CSE4,72,35,91.75
17833,72,29,26,40,A,41.75,D,CSE1,CSE3,72,26,91.75
17834,40,26,54,77,B,49.25,Invalid,CSE4,CSE2,77,26,89.75
17835,91,65,81,48,B,71.25,B,CSE1,CSE4,91,48,89.75
17836,78,86,39,94,D,74.25,B,CSE4,CSE3,94,39,89.75
17837,72,82,37,73,C,66.0,C,CSE2,CSE3,82,37,91.25
17838,78,54,86,66,C,71.0,B,CSE3,CSE2,86,54,91.25
17839,32,77,25,43,C,44.25,D,CSE2,CSE3,77,25,91.25
17840,67,85,25,73,A,62.5,C,CSE2,CSE3,85,25,91.75
17841,55,31,91,83,C,65.0,C,CSE3,CSE2,91,31,91.25
17842,80,86,72,44,D,70.5,B,CSE2,CSE4,86,44,89.75
17843,34,73,53,78,D,59.5,C,CSE4,CSE1,78,34,89.75
17844,90,70,48,51,C,64.75,C,CSE1,CSE3,90,48,91.25
17845,91,35,77,79,D,70.5,B,CSE1,CSE2,91,35,89.75
17846,26,90,39,35,A,47.5,D,CSE2,CSE1,90,26,91.75
17847,81,70,51,94,C,74.0,B,CSE4,CSE3,94,51,91.25
17848,36,51,65,50,D,50.5,C,CSE3,CSE1,65,36,89.75
17849,85,27,36,91,B,59.75,C,CSE4,CSE2,91,27,89.75
17850,72,48,77,47,D,61.0,C,CSE3,CSE4,77,47,89.75
17851,61,92,71,51,B,68.75,C,CSE2,CSE4,92,51,89.75
17852,84,87,39,75,B,71.25,B,CSE2,CSE3,87,39,89.75
17853,69,87,42,44,A,60.5,C,CSE2,CSE3,87,42,91.75
17854,80,61,78,25,D,61.0,C,CSE1,CSE4,80,25,89.75
17855,39,60,61,42,B,50.5,C,CSE3,CSE1,61,39,89.75
17856,62,47,42,91,B,60.5,C,CSE4,CSE3,91,42,89.75
17857,36,27,47,55,C,41.25,D,CSE4,CSE2,55,27,91.25
17858,39,56,31,68,A,48.5,D,CSE4,CSE3,68,31,91.75
17859,31,72,34,63,B,50.0,C,CSE2,CSE1,72,31,89.75
17860,61,67,49,35,B,53.0,C,CSE2,CSE4,67,35,89.75
17861,79,66,50,70,B,66.25,C,CSE1,CSE3,79,50,89.75
17862,65,81,66,92,B,76.0,B,CSE4,CSE1,92,65,89.75
17863,64,77,33,38,D,53.0,C,CSE2,CSE3,77,33,89.75
17864,62,86,35,82,B,66.25,C,CSE2,CSE3,86,35,89.75
17865,73,79,57,90,D,74.75,B,CSE4,CSE3,90,57,89.75
17866,39,90,28,81,A,59.5,C,CSE2,CSE3,90,28,91.75
17867,82,69,47,71,D,67.25,C,CSE1,CSE3,82,47,89.75
17868,64,64,26,92,D,61.5,C,CSE4,CSE3,92,26,89.75
17869,72,74,54,54,C,63.5,C,CSE2,CSE3,74,54,91.25
17870,78,65,37,93,A,68.25,C,CSE4,CSE3,93,37,91.75
